publish_no,공시연도,자율의무,기업명,업종,사전점검수행,IT부문투자액,정보보호투자액,투자액비율BA,주요투자항목,총임직원,IT부문인력,정보보호전담인력,인력비율DC,CISO_CPO_지정현황,인증평가점검,이용자보호활동,투자특기사항,인력특기사항
1843,2023,의무,(주)세아제강,제조업(10~34) - 강관 제조업,X,"9,116,872,000 원","89,435,970 원",1.0 %,"DB암호화,접근제어,방화벽,VPN등",661 명,24 명,내부인력 0 명 외주인력 3 명 계 3 명,12.5 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / 기업문화팀 주요활동(건) 0 건 [CPO] 직책 X 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,1. 내부회계관리제도 운영 - 서버 등 접근권한 제어 프로세스 있음. 2. 정기 임직원 개인정보보호 교육 실시 - ( 온라인) 3. 최신 보안위협 관련 내부공지 및 조치 시행. 4. 보안 취약점 점검 및 조치 5. 문서중앙화 및 문서보안시스템 운영 6. 재해복구 시스템 운영 7. 개인정보보호 - DB암호화 솔루션 운영,SAP 업그레이드 프로젝트로 인한 (A) 증가,"당사는 정보보호부문 인력을 자체 운영하지 않고, ITO(계열사)에 위탁운영하고 있음."
1842,2023,의무,고려제강(주),제조업(10~34) - 철강선 제조업,O,"1,555,923,666 원","260,453,679 원",16.7 %,,806.5 명,7 명,내부인력 1 명 외주인력 0 명 계 1 명,14.3 %,[CISO] 직책 차장 임원여부 X 겸직여부 O / 이근표 주요활동(건) 0 건 [CPO] 직책 과장 임원여부 X 겸직여부 O / 서정관 주요활동(건) 0 건,해당 사항없음,"정보를 안전하게 처리하기 위한 정보보안관리표준 수립,시행 외 5건",,
1841,2023,의무,광동제약 (주),제조업(10~34) - 완제 의약품 제조업,X,"3,569,903,872 원","208,029,618 원",5.8 %,"스팸메일 차단 솔루션, 네트워크 접근 제어 솔루션, VPN 등 운영","1,075 명",14.2 명,내부인력 0.6 명 외주인력 0 명 계 0.6 명,4.2 %,[CISO] 직책 실장 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 실장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,ISMS 인증 컨설팅 진행(2022.12~),- 정보보호 및 개인정보보호 관리체계 컨설팅 - 정보보호공시 의무 자료 제출 및 공시 - 개인정보 내부관리계획 개정 - 개인정보보호 배상책임보험 가입 - 임직원 개인정보보호교육,,
1840,2023,의무,드림라인(주),정보통신업(58~63) - 유선 통신업,O,"13,280,692,443 원","319,685,817 원",2.4 %,"(내부정보 유출방지 용)DLP 업그레이드, ISMS인증심사 및 기반시절 취약점분석 컨설팅",133.4 명,20.9 명,내부인력 3.3 명 외주인력 0.3 명 계 3.6 명,17.1 %,[CISO] 직책 사업지원본부장 임원여부 O 겸직여부 O / 재무총괄 주요활동(건) 1 건 [CPO] 직책 사업지원본부장 임원여부 O 겸직여부 O / 재무총괄 주요활동(건) 1 건,○ ISMS 인증 등 2 건,○ 정보보호 위원회 운영 ○ 정보보호시스템보안지침 개정 ○ 정보보호관리지침 외 (13개) 지침 개정 ○ 개인정보처리방침 개정 ○ 홈페이지 모의해킹(취약점 점검) 및 조치 ○ 침해사고 및 IT 재해복구 모의훈련 실시 ○ 사이버 위기대응 APT 모의훈련 실시 ○ 정보보호의 날 시행 ○ 공용업무환경 보안점검(상/하반기),"보안장비(IPS, DDoS, FW 등), 스팸스나이퍼, DB Safer 등 개인정보보호 솔루션의 지속적 관리",
1839,2023,의무,미원상사(주),제조업(10~34) - 그 외 기타 분류 안된 화학제품 제조업,X,"737,857,282 원","34,554,955 원",4.7 %,"백신, 방화벽, 보안인증서 등",630.2 명,1.5 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 대표이사 임원여부 O 겸직여부 O / 대표이사 주요활동(건) 0 건 [CPO] 직책 대표이사 임원여부 O 겸직여부 O / 대표이사 주요활동(건) 0 건,해당 사항 없음,백신 라이센스 갱신 구입 임직원 개인정보보호 교육 실시 피싱(스팸)메일 대응 방안 공지,없음,"당사는 정보기술 및 보호 관련 업무를 관계사에 일임하고 있으며, 정보보호부문 인력은 해당 관계사의 명확한 인력투입 공수를 산정할 수 없어 0명으로 표기함"
1838,2023,의무,팬오션 주식회사,운수 및 창고업(49~52) - 외항 화물 운송업,X,"6,142,445,446 원","531,081,777 원",8.6 %,"`22년에는 메인 방화벽, 비업무/유해사이트 차단 솔루션 교체, 개인정보 손해배상책임 보험 가입 등 지속적 정보보호 투자",395.4 명,27.6 명,내부인력 1.9 명 외주인력 0 명 계 1.9 명,6.9 %,[CISO] 직책 실장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 실장 임원여부 O 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"▷ 기술적/관리적 보안 활동 - 매년 보안 활동 계획 수립 및 보고 - 정보보안 활동 모니터링 및 보고 - 사용자 보안 모의훈련 시행(KISA 모의훈련 참여, 자체 시행) - 보안 정책 관리 및 모니터링 - 정기적 서버/업무용 PC 보안 패치 업데이트 적용 ▷ 개인정보 보호 활동 - 개인정보보호 활동 및 개선 계획 수립 및 보고 - 개인정보보호 전임직원 교육 시행(법정 의무교육) - 개인정보보호 교육 수강(CPO 및 담당자) - 개인정보 안전성 확보조치 활동 . 시스템 보유 개인정보 정리(보유정책 기준) - 개인정보 손해배상책임 보험 가입 - PC에 저장된 개인정보 파악 및 불필요한 정보 삭제 지원 ▷ 기타 활동 - 시스템별 권한 적정성 점검 - 사이버 위협정보 분석공유 시스템(C-TAS)참여 - EDR 데이터분석 서비스를 통한 침해사고 대응 - 운영中 보안 솔루션(H/W, S/W) 최신화 업그레이드 - 임직원 보안의식 제고 활동 지속 시행 - 보안지침 현행화(개정사항 반영, 법규內 현행화) - 그룹 주관 보안 대시보드 기반 보안점검 시행","정보보호 관련 영역별 각종 솔루션을 도입하여 운영중에 있으며, 전문업체와 유지보수 및 지원 계약 체결하여 정보보호 대응 中","CISO협의회 회원사로 참여중이며, 정보기술/정보보호 자체 인력 보유하여 안정적 운영/서비스 제공. (*)총임직원 육상직원만 산정"
1837,2023,의무,씨제이씨지브이 주식회사,정보통신업(58~63) - 영화관 운영업,X,"41,866,756,744 원","3,830,622,076 원",9.1 %,,"1,018.3 명",83.9 명,내부인력 2.1 명 외주인력 0 명 계 2.1 명,2.5 %,[CISO] 직책 부장 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 본부장 임원여부 O 겸직여부 O / COO 주요활동(건) 0 건,■ 정보보호관리체계(ISMS) 인증,■ ‘22년 상반기/하반기 보안점검 활동(2회) ■ 정보보호 정책 제·개정 활동(1회) ■ 정기 시스템 취약점 점검 활동(3회) ■ 개인정보보호 배상책임 보험 가입 ■ 정보보호 인식제고 및 교육활동(1회) ■ 임직원 정보보호 인식제고 캠페인(3회) ■ KISA 피싱메일/침해사고 대응 모의훈련(1회) ■ 위험평가 결과 및 조치계획 수립보고 활동 ■ 정보유출 모니터링 및 소명 (상시),,
1836,2023,의무,DL건설㈜,건설업(41~42) - 아파트 건설업,X,"7,260,125,348 원","533,896,507 원",7.3 %,정보보호 솔루션 구축 및 전담 인력 충원,"1,989.6 명",22.6 명,내부인력 1 명 외주인력 1.3 명 계 2.3 명,10.2 %,[CISO] 직책 담당임원 임원여부 O 겸직여부 O / 경영기획/인사총무 주요활동(건) 0 건 [CPO] 직책 담당임원 임원여부 O 겸직여부 O / 경영기획/인사총무 주요활동(건) 0 건,해당 사항 없음,○ 정보보호 관련 규정 및 지침 제·개정 ○ 신규 시스템 보안성 검토 점검 ○ 클린데스크 보안 점검 ○ 정보보호 솔루션 구축 및 운영 (DLP) ○ 정보유출방지 모니터링 ○ 개인정보보호 현황 진단 ○ 연간 정보보호 취약점 점검 ○ 악성 메일 대응 훈련 ○ 개인정보보호 교육 ○ IT Infra 정보보호 통제 모니터링 ○ 정보보호 캠페인 운영,,타업무를 겸임하고 있는 정보기술부문의 인력은 정보기술인력에 포함 되지 않음
1835,2023,의무,세방주식회사,운수 및 창고업(49~52) - 일반 화물자동차 운송업,O,"4,941,017,562 원","189,851,000 원",3.8 %,,682 명,15.7 명,내부인력 0 명 외주인력 0.4 명 계 0.4 명,2.6 %,[CISO] 직책 경영관리본부장 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 경영관리본부장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,해당사항 없음,"- 그룹사 정보보호위원회 활동 (분기 1회) - 정보보안 시스템 도입 및 운영 - 시스템 취약점 진단 솔루션 도입 - 그룹사 정보보호실무협의회 활동 (매월) - 개인정보보호 및 정보보호 교육 - 정보보호의 날 운영 (매월) - 정보보호 인식 제고 홍보물 (포스터, 가이드) 제작 및 공지 - 보안 관제 모니터링 진행(관제 탐지 PC사용자에 주의 촉구 메일 송부)",,
1834,2023,의무,주식회사 성우하이텍,제조업(10~34) - 자동차 차체용 신품 부품 제조업,O,"7,325,487,583 원","168,101,534 원",2.3 %,해당사항 없음.,"1,773.3 명",31.4 명,내부인력 0 명 외주인력 0.2 명 계 0.2 명,0.7 %,[CISO] 직책 부사장 임원여부 O 겸직여부 O / 인사정보사업본부장 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음.,-정보보호 투자 활성화 및 정보보호 관련 활동(10건) -임직원의 정보보호 인식제고 교육 및 지원(3건) -정보보호 전담인력 관리 활동(2건),해당사항 없음.,"정보보호 전담 내부인력은 존재하지 않으나, 정보보호 겸업 내부인력은 인프라운영 부서인 IT혁신팀에 7인이 존재함."
1833,2023,의무,롯데렌탈㈜,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76) - 자동차 임대업",X,"36,439,796,099 원","2,236,829,772 원",6.1 %,,"1,155 명",388.3 명,내부인력 5.4 명 외주인력 5.9 명 계 11.3 명,2.9 %,[CISO] 직책 부문장 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 부문장 임원여부 O 겸직여부 O / 마케팅부문장 주요활동(건) 0 건,○ ISMS,○ 개인정보보호 배상책임보험 갱신 ○ 서버백신 구축 ○ 웹방화벽 구축 ○ DLP 솔루션 구축 ○ 임직원 보안교육 실시 ○ 임직원 보안인식 제고 활동 추진 (보안의날 자가점검 월1회) ○ 사이버 위기대응 모의훈련 실시 (그룹 모의바이러스 훈련 연4회) ○ 전사 보안실태점검 시행 ○ 수탁사 보안실태점검 시행,,
1832,2023,의무,한국석유공업(주),제조업(10~34) - 기타 석유정제물 재처리업,X,"645,393,737 원","132,491,771 원",20.5 %,"방화벽, 스팸메일 차단, 정보 백업, SSL-VPN 등",205 명,4 명,내부인력 1 명 외주인력 0 명 계 1 명,25.0 %,[CISO] 직책 부장 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 부장 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당 없음,1. 전 사업장 노후 방화벽 교체(임대) 2. 백업 기능 확장을 위한 신규 서버 구매 3. 백업 전문 업체를 통한 취약 주기 점검 4. 방화벽 정책 및 취약점 주기 점검 5. 임직원 정보보호 공지 및 교육 6. 악성 메일 및 유포자에 대한 차단 관리,-,-
1831,2023,의무,한화오션(주),제조업(10~34) - 강선 건조업,O,"62,324,611,004 원","2,386,071,544 원",3.8 %,엔드포인트 위협탐지 및 대응시스템(EDR) 구축,"8,594.8 명",224.3 명,내부인력 9.4 명 외주인력 14.3 명 계 23.7 명,10.6 %,[CISO] 직책 보안관리부장 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 인사담당/상무 임원여부 O 겸직여부 O / 인사담당 주요활동(건) 0 건,○ ISO/IEC 27001(2020.11.28.~2023.11.28.) ○ 항만시설적합확인서(2019.04.26.~2024.04.25.),○ 보안 전략회의 구성 운영 ○ 사이버보안 위협 진단 컨설팅 ○ 방위산업기술 통합실태 조사 ○ 보안관제센터 운영(356일x24시간) ○ 엔드포인트 위협탐지 및 대응시스템 (EDR) 구축 ○ 전사 보안의 날 시행(매월) ○ 악성메일 대응 모의훈련 실시(매월) ○ 보안서약서 전자징구 실시 ○ 부서 보안담당자 교육 실시 ○ 국가핵심기술 취급인력 및 협력사 보안교육 실시 ○ 가족사 및 협력사 자체 보안점검 실시(분기별) ○ 정보보안 인식수준 평가 실시 ○ 보안이슈 전사 홍보 ○ 산업보안 교육 및 세미나 참석 ○ 정보시스템 도입 보안성 검토,,
1830,2023,의무,에이치디현대인프라코어(주),제조업(10~34) - 건설 및 채광용 기계장비 제조업,X,"54,832,197,744 원","4,597,054,099 원",8.4 %,○ 국가핵심기술 보호체계 수립 컨설팅 ○ 현장 설비용 PC의 보안취약점 해소를 위한 EPS구축 ○ 개인정보처리시스템 취약점 점검 및 개선,"2,838.3 명",134.1 명,내부인력 3.6 명 외주인력 5.2 명 계 8.7 명,6.5 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 팀장 임원여부 X 겸직여부 O / CISO 주요활동(건) 0 건,해당사항 없음,"○ 사이버위협 정보 분석공유 시스템(C-TAS) 참여 ○ 개인정보보호 배상책임보험 가입 ○ 계정탈취, 랜섬웨어에 대한 경각심 제고를 위한 임직원 계도 활동 ○ 악성메일 대비 모의훈련 실시 (4회) ○ 그룹사 주관 관리,물리,기술 보안실태점검 수행 ○ 정보보호 재택근무 수칙 마련 및 배포 ○ 전사공지를 통한 임직원 보안의식 변화관리 활동 ○ 전사 정보보호 및 개인정보보호 교육 ○ 보안솔루션 업데이트 ○ 모의해킹을 통한 취약점 진단 및 개선 ○ 악성메일 위험행위자 교육 실시 (3회) ○ 국가핵심기술 취급자 정보보호 교육 ○ 임직원 보안서약서 징구 ○ 신규입사자(신입 및 경력) 보안교육 실시 ○ 정보보호위원회 추진 ○ 정보보호 세미나 참석 ○ 개인정보 내부관리계획 수립 및 시행 ○ 개인정보 접근 통제 운영 ○ 개인정보를 암호화 ○ 백신 소프트웨어 운영",-,-
1829,2023,의무,(주) 포스코퓨처엠,제조업(10~34) - 부정형 내화 요업제품 제조업,O,"13,328,450,317 원","836,056,206 원",6.3 %,보안시스템 인프라 개선 등,"2,163.3 명",29.8 명,내부인력 2.6 명 외주인력 1 명 계 3.6 명,12.1 %,[CISO] 직책 정보보호사무국장 임원여부 X 겸직여부 O / CPO 주요활동(건) 5 건 [CPO] 직책 정보보호사무국장 임원여부 X 겸직여부 O / CISO 주요활동(건) 0 건,● ISO/IEC27001:2013 (유효기간 : 2022.11.20~2025.10.31) ● 국가핵심기술 실태조사 점검,"● 정보보호 관리체계 운영 및 강화 - 포스코퓨처엠 ISO∙ IEC27001:2013 인증 신규취득 - 정보보호 규정/지침/기준/절차 제∙개정 - 포스코그룹 정보보호 책임자/실무자 협의체 활동 - 포스코그룹 정보보호 수준진단 수검 : 우수등급 ● 정보보호 운영현황 자체 감사 - 상시 정보보호 점검(인프라 점검, 취약점 진단 등) - 분기별 테마 보안감사 통한 선제적 위험관리 - 출자사, 해외법인 및 협력사(24社) 대상의 통합 정보보호 수준점검 및 컨설팅 실시 ● 핵심기술 정보보호 활동 - 국가핵심기술 수출신고 승인(캐나다, 중국 사업장) - 국가핵심기술 사업장 정부실태 수검 및 통과 ● 정보보호 서비스/시스템 강화 - 포스코그룹사 통합 보안서비스 적용 및 정보보안체계 고도화 - 이메일 신∙변종 악성코드(APT) 탐지수준 제고 ● 임직원/협력사 대상 보안 교육, 보안의식 점검 - 임직원 대상 보안의식점검, 악성메일 모의훈련(분기 1회) - 이러닝 정보보호 필수교육 운영(연1회) - 부서별 정보보호 교육(월 1회) - 전사업장 사무환경 생활보안 점검 실시(분기 1회) - 계열사 및 협력사 대상 보안교육 자료 제공 및 지원",,
1828,2023,의무,롯데칠성음료(주),제조업(10~34) - 기타 비알코올 음료 제조업,X,"26,335,762,115 원","2,017,912,699 원",7.7 %,"정보보호 솔루션 및 시스템 운영/유지보수, 출입통제 및 네트워크 운영 고도화 등","5,861.6 명",73.5 명,내부인력 1.7 명 외주인력 4.8 명 계 6.5 명,8.8 %,[CISO] 직책 전략기획부문장 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 전략기획부문장 임원여부 O 겸직여부 O / CISO 주요활동(건) 2 건,ISMS-P 취득 (2022.07.20 / 기업 대표 홈페이지),"○ ISMS-P 인증 취득 ○ 보안관제 운영 ○ 정보보안솔루션 고도화 투자 ○ 보안수준 향상을 위한 정보보호 컨설팅 진행 ○ 정보보호 취약점 진단 및 개선 ○ 임직원 (개인)정보보호 캠페인, 자가진단 실시 ○ 임직원 (개인)정보보호 교육 실시 ○ 정보보호 전담인력 자격유지 위한 교육 지원 ○ 악성코드 감염 대응 모의훈련 실시 ○ 임직원 및 외부직원 보안서약서 징구 ○ 정보보호 협의체 운영 (정보보호위원회, 개인정보보호위원회, 정보보호실무위원회) ○ 사내 보안규정 및 지침 개정 ○ 개인정보보호배상책임보험 가입 ○ 정보보호 연간 계획 수립, 추진경과 보고 ○ 출입통제 시스템 고도화",,
1827,2023,자율,(주)제주은행,금융 및 보험업(64~66) - 국내은행,O,"27,678,876,045 원","2,385,488,560 원",8.6 %,,435.8 명,101.1 명,내부인력 5 명 외주인력 9.4 명 계 14.4 명,14.3 %,[CISO] 직책 정보보호최고책임자 임원여부 O 겸직여부 O / CPO 주요활동(건) 4 건 [CPO] 직책 정보보호최고책임자 임원여부 O 겸직여부 O / CISO 주요활동(건) 3 건,해당사항 없음,전 임직원 보안서약서 작성 등 21건,,
1826,2023,의무,에스디바이오센서 주식회사,제조업(10~34) - 전기식 진단 및 요법 기기 제조업,X,"3,382,964,004 원","254,004,917 원",7.5 %,문서/출력물 보안시스템 구축,561.4 명,7 명,내부인력 1 명 외주인력 0 명 계 1 명,14.3 %,[CISO] 직책 IT기획 본부장 임원여부 X 겸직여부 O / 주요활동(건) 0 건 [CPO] 직책 IT기획 본부장 임원여부 X 겸직여부 O / 주요활동(건) 0 건,해당사항 없음,"○ 문서 보안시스템 구축 ○ 출력물 보안시스템 구축 ○ PC 보안시스템 변경 ○ 불법 SW 사용현황 점검 ○ 세콤 통합 서버 재구축 ○ 법정의무교육 ""정보보호교육"" 진행 ○ 전사 정보보호 공지",,
1825,2023,의무,현대제철주식회사,제조업(10~34) - 제강업,X,"92,724,243,788 원","5,373,834,607 원",5.8 %,-,"11,420.5 명",233.4 명,내부인력 11.4 명 외주인력 2.2 명 계 13.6 명,5.8 %,[CISO] 직책 상무 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 전무 임원여부 O 겸직여부 O / CSO 주요활동(건) 0 건,ISO27001,"- 임직원 정보보안 교육 및 인식제고 활동 - 전사 핵심기술 보호체계 강화 - 개인정보보호 교육,점검개선, 개인정보검출 솔루션 도입 운영 - 생산망 보안 위협 점검, 차단 및 가이드라인 배포 - 시스템 모의해킹, 보안취약점 점검 및 조치 - 피싱메일 훈련용 솔루션 도입 및 모의훈련 실시 - 랜섬웨어 대비 PC백업 솔루션 운영 - 포렌식 PC화면 워터마크 솔루션 운영 - 외주/협력사 보안강화를 위한 점검 및 지원활동 - AI CCTV를 통한 물리보안 모니터링 강화 - 보안성과평가(KPI) 운영관리 - 임직원 보안제안제도 운영 - 전사 통신보안점검 (도/감청 예방) - 전사 임직원 대상 보안업무 가이드 배포 - 국가핵심기술 취급자 보안서약시행 - 전 임직원 보안서약서 등 4종 징구 - 정보보호 홍보활동 (보안의날/보안퀴즈 이벤트) - 정보유출 현장 감사/점검활동 강화 - 임직원 온라인 보안교육 시행 - EDR, SASE 등 사이버 침해예방 솔루션 도입 운영",-,-
1824,2023,의무,십일번가 주식회사,도매 및 소매업(45~47) - 전자상거래 소매업,O,"85,540,229,800 원","6,322,092,329 원",7.4 %,,"1,202.5 명",570.2 명,내부인력 19.4 명 외주인력 18.8 명 계 38.2 명,6.7 %,[CISO] 직책 정보보안담당 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 Compliance담당 임원여부 O 겸직여부 O / 신용정보관리 보호인(CIAP) 주요활동(건) 0 건,○ ISMS ○ ISMS-P ○ ISO27001 ○ ISO27701 ○ PCI-DSS,○ CONCERT(한국침해사고대응팀협의회)가입 ○ 사이버 위협(Threat Intelligence) 정보 수집 솔루션 운영 ○ 모의해킹 전문업체를 통한 외부보안침해 컨설팅 수행 ○ SKT그룹사 보안 협의체 활동 ○ 개인정보보호 인식제고 캠페인 시행 ○ 정보보안의 날 시행 ○ 임직원 필수 정보보호/개인정보 교육 ○ 개발보안(Secure Coding) 교육 ○ 침해사고 대응훈련 ○ 악성메일 모의훈련 ○ DDoS 모의훈련 ○ 재해복구 모의훈련 ○ 보안 취약점 점검/조치를 통한 침해사고 예방활동 ○ 정보보호위원회 운영 ○ 내부관리계획 수립 및 이행 ○ 위험분석(평가) 및 조치이행 ○ 판매자 대상 개인정보보호 인식제고 캠페인 ○ 이용자(구매자) 대상 정보보호 공지,,
1823,2023,의무,(주)대동,제조업(10~34) - 농업 및 임업용 기계 제조업,O,"5,270,298,142 원","227,437,970 원",4.3 %,"DLP, 문서중앙화, 백신(V3)","1,303 명",18.5 명,내부인력 1 명 외주인력 0 명 계 1 명,5.4 %,[CISO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,-,ㅇ 통합 보안(UTM) 시스템 운영 ㅇ 스팸메일차단 솔루션 운영 ㅇ 백신 설치 및 운영으로 바이러스 침해 방지 조치 ㅇ 내부회계 관리제도 운영 (ITGC) ㅇ 주요 데이터 및 시스템 환경 정기백업 (일/월) ㅇ DLP 솔루션 운영으로 내부 정보 유출 차단 ㅇ 정보보호 관련 교육 참석 ㅇ 출력물 보안 도입 적용 ㅇ 백업시스템 신규 도입 및 DR 구축,-,-
1822,2023,의무,KPX케미칼(주),제조업(10~34) - 석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,X,"3,072,841,187 원","203,095,284 원",6.6 %,-,340.4 명,2.5 명,내부인력 0 명 외주인력 0.1 명 계 0.1 명,3.2 %,[CISO] 직책 팀장 임원여부 X 겸직여부 O / 신사업기획팀 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,-. 해당사항없음,"-. 정보보호 정책 개정 -. 보안수준 유지활동 (성능 관리, 장비 관리 등) -. 전사 정보유출 방지 강화 (사설 이메일 차단 등) -. 관제시스템 운영/관리 -. 백업체계 점검 및 개선 -. 최신 악성 스팸/피싱 메일유형 주의 안내 -. 관리자등 패스워드 변경 및 보안업데이트 -. 이메일 보안 솔루션 도입",-,-. 당사의 지주회사 KPX홀딩스(주)의 IT전략팀에서 당사 정보기술/정보보호 관련 업무를 외주관리 형태로 전담하고 있음
1821,2023,의무,에스케이디앤디,부동산업(68) - 비주거용 건물 개발 및 공급업,O,"13,119,801,627 원","1,101,305,995 원",8.4 %,,258.6 명,30.1 명,내부인력 3 명 외주인력 2.3 명 계 5.3 명,17.6 %,[CISO] 직책 Meta-Space 본부장 임원여부 O 겸직여부 O / 본부장 주요활동(건) 0 건 [CPO] 직책 Meta-Space 본부장 임원여부 O 겸직여부 O / 본부장 주요활동(건) 0 건,해당 사항 없음,"○ DB접근제어 구축 및 운영 ○ ISMS 인증 컨설팅 ○ 메일시스템 보안솔루션 구축 ○ 개인정보보호 배상책임보험 가입 ○ 애플리케이션 모의해킹 ○ 멀웨어 침해사고 공유 및 조치 ○ 임직원 정보보호 교육 ○ 정보보호 인식제고 안내 (패스워드, 스팸메일 등) ○ 정보보호 실무 협의체 개최 ○ 정보보호 공시 ○ 수탁사 개인정보보호 실태 점검 ○ 정보보호 최고책임자 지정 신고 (변경) ○ 정보보호 전담인력 채용 ○ 개인정보 처리방침 개정 고지",,
1820,2023,의무,(주)씨제이이엔엠,정보통신업(58~63) - 유선 방송업,O,"83,002,008,337 원","5,187,636,259 원",6.3 %,■ CJ ENM 엔터부문 - ISMS 인증 컨설팅,"4,499.1 명",465.9 명,내부인력 10.7 명 외주인력 9.4 명 계 20.1 명,4.3 %,[CISO] 직책 정보보안팀장 임원여부 X 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 정보보안팀장 임원여부 X 겸직여부 O / CISO 주요활동(건) 0 건,■ CJ ENM 엔터부문 - ISO27001 - 정보보호 관리체계(ISMS) ■ CJ ENM 커머스부문 - ISMS 정보보호 관리체계 - ISO27001 - e-Privacy,■ CJ ENM 엔터부문 - 2022년 정기 그룹보안 취약점 점검 - 개인정보보호 배상책임 보험 가입 - `22년 정보보호위원회 개최 및 운영 계획 - 임직원대상 정보보호 교육실시 - 정보보호의날 캠페인 ■ CJ ENM 커머스부문 - 위험분석·평가 - 서비스 보안성 검토 - 웹/모바일 모의해킹 - 협력사 개인정보 관리 현장 점검 - 협력사 개인정보 관리 온라인 자율 점검 - 임직원(개인) 정보보안 온라인 교육 - 임직원(개발자) 정보보안 온라인 교육 - 상/하반기 사이버 위기대응 모의훈련 - 그룹사 정보보안 커미티 - 월간 정보보호 뉴스레터 발송 - 피싱메일 관련 행동지침 안내 - 사업장 물리보안 점검 - 정보보안 SLA - 서버 인프라 SLA - 퇴직자 관리 활동 - 정보보안 소명 활동 - 정보보호 운영위원회 운영 - 정보보호 추진사무국 운영 - 개인정보보호배상책임보험 가입,,"상기 지정현황은 CJ ENM 엔터부문 기준으로 작성되었으며, 각 부분별 상세 현황은 하기와 같음 ■ CJ ENM 엔터부문 - CISO : 정보보안팀장 / 임원 X / 겸직 O (CPO) - CPO : 정보보안팀장 / 임원 X / 겸직 O (CISO) ■ CJ ENM 커머스부문 - CISO : 센터장 / 임원 O / 겸직 X - CPO : 담당 / 임원 O / 겸직 O"
1819,2023,의무,(주)케이아이엔엑스,정보통신업(58~63) - 포털 및 기타 인터넷 정보매개 서비스업,O,"25,354,099,701 원","621,044,985 원",2.4 %,,138.4 명,94.1 명,내부인력 2 명 외주인력 0 명 계 2 명,2.1 %,[CISO] 직책 CSO 임원여부 O 겸직여부 O / CSO 주요활동(건) 0 건 [CPO] 직책 CSO 임원여부 O 겸직여부 O / CSO 주요활동(건) 0 건,○ ISMS,○ 사이버 위기 대응 모의훈련 ○ 소프트웨어 정기 점검 ○ 웹 취약점 점검 ○ 네트워크 보안이론과 실무과정 수료(2명) ○ 정보보안 교육 과정 수료(1명) ○ 침해사고 분석 대응 전문가 과정 수료(1명) ○ DDoS 침해사고 처리 ○ 정보자산 취약점 분석 평가 ○ IT 자산 위험평가 ○ PC 보안 점검,,2023년 1월부 CISO가 변경 임명됨
1818,2023,의무,주식회사 엘엑스세미콘,제조업(10~34) - 기타 반도체소자 제조업,O,"16,584,588,912 원","1,350,251,665 원",8.1 %,,"1,502.1 명",73.1 명,내부인력 3.5 명 외주인력 1 명 계 4.5 명,6.2 %,[CISO] 직책 CHO 임원여부 O 겸직여부 O / CHO 주요활동(건) 0 건 [CPO] 직책 CHO 임원여부 O 겸직여부 O / CHO 주요활동(건) 0 건,ISO 27001 인증,○ ISO27001 인증 컨설팅 수행 ○ 개인정보보호 배상책임보험 가입 ○ 웹방화벽(WAF) 장비 교체 ○ 전사 임직원 대상 정보보안 및 개인정보보호 교육 ○ 정보보안 뉴스레터 메일발송 ○ 전사원 대상 모의 악성메일 대응 훈련 ○ 산업통상자원부 국가핵심기술 실태조사 대응 ○ 사내 PC 비정상 행위 모니터링 및 조치 ○ 개발 시스템 보안성 점검,,
