publish_no,no,공시연도,자율의무,기업명,업종,게시일,수정공시일
3542,2795,2025,의무,(주)퍼시스,제조업(10~34),2025-06-27,
3523,2794,2025,의무,삼성전기(주),제조업(10~34),2025-06-27,
3537,2793,2025,의무,보령,제조업(10~34),2025-06-27,
3540,2792,2025,의무,(주) 더네이쳐홀딩스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2025-06-27,
2966,2791,2025,의무,한솔홈데코,제조업(10~34),2025-06-27,
3536,2790,2025,의무,(주)엘지화학,제조업(10~34),2025-06-27,
3533,2789,2025,의무,한일현대시멘트(주),제조업(10~34),2025-06-27,
3532,2788,2025,의무,한일시멘트(주),제조업(10~34),2025-06-27,
3534,2787,2025,의무,연세대학교 의과대학 강남세브란스병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2025-06-27,
3531,2786,2025,의무,[수정] 포스코홀딩스(주),금융 및 보험업(64~66),2025-06-27,2026-06-24
3530,2785,2025,의무,(주)삼양사,제조업(10~34),2025-06-27,
3529,2784,2025,의무,(주)케이씨티시,운수 및 창고업(49~52),2025-06-27,
3527,2783,2025,의무,주식회사 STX,도매 및 소매업(45~47),2025-06-27,
3528,2782,2025,의무,주식회사 두산 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2025-06-27,
3522,2781,2025,의무,유니크,제조업(10~34),2025-06-27,
3526,2780,2025,자율,KC코트렐㈜,제조업(10~34),2025-06-27,
3520,2779,2025,의무,인지컨트롤스(주),제조업(10~34),2025-06-27,
3524,2778,2025,의무,한진정보통신(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2025-06-27,
3517,2777,2025,의무,인터지스(주),운수 및 창고업(49~52),2025-06-27,
3516,2776,2025,의무,자화전자주식회사,제조업(10~34),2025-06-27,
3514,2775,2025,의무,(주)케이에스에스해운,운수 및 창고업(49~52),2025-06-27,
2978,2774,2025,의무,현대무벡스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2025-06-27,
3513,2773,2025,의무,대성에너지(주),"전기, 가스, 증기 및 공기 조절 공급업(35)",2025-06-27,
3512,2772,2025,의무,일지테크,제조업(10~34),2025-06-27,
3302,2771,2025,의무,(학) 가톨릭학원가톨릭대학교 성빈센트병원,보건업 및 사회복지 서비스업(86~87),2025-06-27,
3511,2770,2025,의무,동아지질,건설업(41~42),2025-06-27,
3380,2769,2025,의무,한국무브넥스 (주),제조업(10~34),2025-06-27,
3510,2768,2025,의무,동국제강,제조업(10~34),2025-06-27,
3508,2767,2025,의무,동원산업(주),"농업, 임업 및 어업(01~03)",2025-06-26,
3507,2766,2025,의무,(주)KCTV제주방송,정보통신업(58~63),2025-06-26,
3467,2765,2025,의무,[수정] 주식회사 안랩 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2025-06-26,2025-11-14
